WARNING - utils.py - 2023-06-07 00:45:17,239 - No checkpoint found at score_sde_pytorch\checkpoints-meta\checkpoint.pth. Returned the same state as input
INFO - xla_bridge.py - 2023-06-07 00:45:17,248 - Remote TPU is not linked into jax; skipping remote TPU.
INFO - xla_bridge.py - 2023-06-07 00:45:17,248 - Unable to initialize backend 'tpu_driver': Could not initialize backend 'tpu_driver'
INFO - xla_bridge.py - 2023-06-07 00:45:17,249 - Unable to initialize backend 'cuda': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
INFO - xla_bridge.py - 2023-06-07 00:45:17,249 - Unable to initialize backend 'rocm': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
INFO - xla_bridge.py - 2023-06-07 00:45:17,257 - Unable to initialize backend 'tpu': module 'jaxlib.xla_extension' has no attribute 'get_tpu_client'
WARNING - xla_bridge.py - 2023-06-07 00:45:17,257 - No GPU/TPU found, falling back to CPU. (Set TF_CPP_MIN_LOG_LEVEL=0 and rerun for more info.)
INFO - dataset_info.py - 2023-06-07 00:45:17,257 - Load dataset info from C:\Users\ziqiao-w\tensorflow_datasets\cifar10\3.0.2
WARNING - options.py - 2023-06-07 00:45:17,257 - options.experimental_threading is deprecated. Use options.threading instead.
WARNING - options.py - 2023-06-07 00:45:17,257 - options.experimental_threading is deprecated. Use options.threading instead.
INFO - dataset_builder.py - 2023-06-07 00:45:17,257 - Reusing dataset cifar10 (C:\Users\ziqiao-w\tensorflow_datasets\cifar10\3.0.2)
INFO - logging_logger.py - 2023-06-07 00:45:17,257 - Constructing tf.data.Dataset cifar10 for split train, from C:\Users\ziqiao-w\tensorflow_datasets\cifar10\3.0.2
WARNING - options.py - 2023-06-07 00:45:17,377 - options.experimental_threading is deprecated. Use options.threading instead.
WARNING - options.py - 2023-06-07 00:45:17,377 - options.experimental_threading is deprecated. Use options.threading instead.
INFO - dataset_builder.py - 2023-06-07 00:45:17,377 - Reusing dataset cifar10 (C:\Users\ziqiao-w\tensorflow_datasets\cifar10\3.0.2)
INFO - logging_logger.py - 2023-06-07 00:45:17,378 - Constructing tf.data.Dataset cifar10 for split test, from C:\Users\ziqiao-w\tensorflow_datasets\cifar10\3.0.2
INFO - run_lib.py - 2023-06-07 00:45:17,459 - Starting training loop at step 0.
INFO - run_lib.py - 2023-06-07 00:45:21,153 - step: 0, training_loss: 1.00732e+00
INFO - run_lib.py - 2023-06-07 00:45:21,346 - step: 0, eval_loss: 1.00352e+00
INFO - run_lib.py - 2023-06-07 00:45:31,783 - step: 50, training_loss: 9.92280e-01
INFO - run_lib.py - 2023-06-07 00:45:41,907 - step: 100, training_loss: 9.63591e-01
INFO - run_lib.py - 2023-06-07 00:45:41,964 - step: 100, eval_loss: 9.65640e-01
INFO - run_lib.py - 2023-06-07 00:45:52,162 - step: 150, training_loss: 8.88558e-01
INFO - run_lib.py - 2023-06-07 00:46:02,805 - step: 200, training_loss: 8.12111e-01
INFO - run_lib.py - 2023-06-07 00:46:02,860 - step: 200, eval_loss: 8.41025e-01
INFO - run_lib.py - 2023-06-07 00:46:13,877 - step: 250, training_loss: 7.28039e-01
INFO - run_lib.py - 2023-06-07 00:46:25,104 - step: 300, training_loss: 6.23027e-01
INFO - run_lib.py - 2023-06-07 00:46:25,162 - step: 300, eval_loss: 6.72509e-01
INFO - run_lib.py - 2023-06-07 00:46:36,416 - step: 350, training_loss: 5.51995e-01
INFO - run_lib.py - 2023-06-07 00:46:48,032 - step: 400, training_loss: 4.62039e-01
INFO - run_lib.py - 2023-06-07 00:46:48,092 - step: 400, eval_loss: 4.90169e-01
